Timestamp,Source_IP,Packet_Size,Request_Count
1742321771.529953,104.18.41.158,1242,3
1742321771.529953,104.18.41.158,66,4
1742321771.530003,104.18.41.158,66,5
1742321771.530003,104.18.41.158,91,6
1742321771.530407,192.168.0.100,1292,24
1742321771.530562,192.168.0.100,85,25
1742321771.530669,192.168.0.100,89,26
1742321771.533971,104.18.41.158,64,7
1742321771.535004,104.18.41.158,70,8
1742321771.535144,192.168.0.100,85,27
1742321771.806409,192.168.0.100,55,28
1742321771.828597,150.171.27.11,68,1
1742321773.089367,192.168.0.100,143,29
1742321773.094152,192.168.0.1,302,27
1742321774.097291,192.168.0.1,314,28
1742321774.103487,192.168.0.1,314,29
1742321774.107425,192.168.0.1,323,30
1742321774.111004,192.168.0.1,323,31
1742321774.113704,192.168.0.1,378,32
1742321774.117169,192.168.0.1,378,33
1742321774.123342,192.168.0.1,388,34
1742321774.126756,192.168.0.1,388,35
1742321775.17634,192.168.0.1,306,36
1742321775.279248,192.168.0.1,315,37
1742321775.382182,192.168.0.1,378,38
1742321775.485376,192.168.0.1,370,39
1742321775.591172,192.168.0.1,315,40
1742321775.694139,192.168.0.1,354,41
1742321775.799852,192.168.0.1,386,42
1742321775.904013,192.168.0.1,315,43
1742321776.00594,192.168.0.1,374,44
1742321776.093567,192.168.0.100,143,30
1742321776.103933,192.168.0.1,314,45
1742321776.107307,192.168.0.1,314,46
1742321776.110995,192.168.0.1,368,47
1742321776.111694,192.168.0.1,323,48
1742321776.114461,192.168.0.1,323,49
1742321776.117968,192.168.0.1,378,50
1742321776.121334,192.168.0.1,378,51
1742321776.127829,192.168.0.1,388,52
1742321776.131315,192.168.0.1,388,53
1742321776.214363,192.168.0.1,315,54
1742321776.317729,192.168.0.1,370,55
1742321776.419963,192.168.0.100,55,31
1742321776.423865,192.168.0.1,380,56
1742321776.436649,104.18.32.47,68,1
1742321776.527319,192.168.0.1,302,57
1742321777.837793,192.168.0.100,55,32
1742321777.856706,151.101.153.229,68,1
1742321779.468779,104.22.26.181,80,1
1742321779.46907,192.168.0.100,82,33
1742321779.488788,104.22.26.181,56,2
1742321779.539653,192.168.0.100,55,34
1742321779.556764,172.64.155.209,68,1
1742321780.135392,192.168.0.100,143,35
1742321780.13863,192.168.0.1,302,58
1742321780.165122,192.168.0.100,66,36
1742321780.171562,192.168.0.100,66,37
1742321780.210246,192.168.0.1,68,59
1742321780.210246,192.168.0.1,66,60
1742321780.210471,192.168.0.100,54,38
1742321780.210535,192.168.0.100,54,39
1742321780.215609,192.168.0.100,253,40
1742321780.215991,192.168.0.100,245,41
1742321780.217546,192.168.0.1,56,61
1742321780.217546,192.168.0.1,54,62
1742321780.219397,192.168.0.1,1304,63
1742321780.219614,192.168.0.100,54,42
1742321780.224308,192.168.0.1,56,64
1742321780.224308,192.168.0.1,54,65
1742321780.224467,192.168.0.100,54,43
1742321780.24429,192.168.0.1,262,66
1742321780.245876,192.168.0.1,1514,67
1742321780.245876,192.168.0.1,1514,68
1742321780.245994,192.168.0.100,54,44
1742321780.247566,192.168.0.1,1514,69
1742321780.247635,192.168.0.100,54,45
1742321780.248794,192.168.0.1,241,70
1742321780.248858,192.168.0.100,54,46
1742321780.248909,192.168.0.100,54,47
1742321780.265505,192.168.0.1,56,71
1742321780.399195,192.168.0.100,55,48
1742321780.41679,151.101.0.223,68,1
1742321780.662892,192.168.0.100,55,49
1742321780.685382,151.101.0.223,68,2
1742321781.143071,192.168.0.1,314,72
1742321781.146089,192.168.0.1,314,73
1742321781.149479,192.168.0.1,323,74
1742321781.155671,192.168.0.1,323,75
1742321781.159174,192.168.0.1,378,76
1742321781.162767,192.168.0.1,378,77
1742321781.165989,192.168.0.1,388,78
1742321781.169429,192.168.0.1,388,79
1742321781.663942,192.168.0.100,55,50
1742321781.732797,172.188.215.153,68,1
1742321782.253932,192.168.0.100,83,51
1742321782.254354,192.168.0.100,83,52
1742321782.254762,192.168.0.100,139,53
1742321782.254829,192.168.0.100,100,54
1742321782.254875,192.168.0.100,1173,55
1742321782.261791,52.111.252.17,56,1
1742321782.261791,52.111.252.17,100,2
1742321782.262985,52.111.252.17,56,3
1742321782.262985,52.111.252.17,96,4
1742321782.26305,192.168.0.100,54,56
1742321782.263554,192.168.0.1,288,80
1742321782.263554,192.168.0.1,276,81
1742321782.269915,52.111.252.17,223,5
1742321782.271701,192.168.0.100,96,57
1742321782.276826,52.111.252.17,92,6
1742321782.300793,52.111.252.17,56,7
1742321782.317469,192.168.0.100,54,58
1742321783.145248,192.168.0.100,143,59
1742321783.151188,192.168.0.1,302,82
1742321784.155892,192.168.0.1,314,83
1742321784.159001,192.168.0.1,314,84
1742321784.162416,192.168.0.1,323,85
1742321784.1658,192.168.0.1,323,86
1742321784.169257,192.168.0.1,378,87
1742321784.175892,192.168.0.1,378,88
1742321784.17935,192.168.0.1,388,89
1742321784.182797,192.168.0.1,388,90
1742321784.225216,192.168.0.100,138,60
1742321784.225596,192.168.0.100,93,61
1742321784.225694,192.168.0.100,911,62
1742321784.257055,192.168.0.100,93,63
1742321784.257634,192.168.0.100,93,64
1742321784.257981,192.168.0.100,196,65
1742321784.258059,192.168.0.100,93,66
1742321784.258115,192.168.0.100,1286,67
1742321784.261052,192.168.0.1,217,91
1742321784.261424,192.168.0.1,277,92
1742321784.44727,20.189.173.3,56,1
1742321784.44727,20.189.173.3,93,2
1742321784.460888,20.189.173.3,88,3
1742321784.460969,192.168.0.100,54,68
1742321784.477212,20.189.173.9,56,3
1742321784.477212,20.189.173.9,93,4
1742321784.520266,192.168.0.100,54,69
1742321784.740159,20.189.173.9,163,5
1742321784.74133,192.168.0.100,89,70
1742321784.786282,192.168.0.100,139,71
1742321784.786725,192.168.0.100,1179,72
1742321784.794269,52.111.252.17,56,8
1742321784.794269,52.111.252.17,96,9
1742321784.802747,52.111.252.17,224,10
1742321784.802817,192.168.0.100,54,73
1742321784.808677,52.111.252.17,92,11
1742321784.847757,192.168.0.100,911,74
1742321784.863452,192.168.0.100,54,75
1742321785.021033,20.189.173.9,56,6
1742321785.1331,20.189.173.3,56,4
1742321785.294082,20.189.173.3,148,5
1742321785.295915,192.168.0.100,89,76
1742321785.575293,20.189.173.3,56,6
1742321786.156715,192.168.0.100,143,77
1742321786.160303,192.168.0.1,302,93
1742321786.167205,192.168.0.1,314,94
1742321786.170112,192.168.0.1,314,95
1742321786.173552,192.168.0.1,323,96
1742321786.179726,192.168.0.1,323,97
1742321786.183129,192.168.0.1,378,98
1742321786.186548,192.168.0.1,378,99
1742321786.190035,192.168.0.1,388,100
1742321786.193638,192.168.0.1,388,101
1742321786.336835,192.168.0.100,139,78
1742321786.336939,192.168.0.100,1191,79
1742321786.344867,52.111.252.17,56,12
1742321786.344867,52.111.252.17,96,13
1742321786.353931,52.111.252.17,224,14
1742321786.354006,192.168.0.100,54,80
1742321786.360745,52.111.252.17,92,15
1742321786.406841,192.168.0.100,54,81
1742321786.813879,192.168.0.100,248,82
1742321786.814026,192.168.0.100,1494,83
1742321786.814026,192.168.0.100,1048,84
1742321787.037044,20.189.173.9,56,7
1742321787.037044,20.189.173.9,163,8
1742321787.09262,192.168.0.100,54,85
1742321787.616513,192.168.0.100,135,86
1742321787.616862,192.168.0.100,1201,87
1742321787.624383,52.111.252.17,56,16
1742321787.624383,52.111.252.17,96,17
1742321787.636058,52.111.252.17,224,18
1742321787.636157,192.168.0.100,54,88
1742321787.636805,52.111.252.17,92,19
1742321787.637279,192.168.0.100,96,89
1742321787.681348,52.111.252.17,56,20
1742321787.837375,192.168.0.100,70,90
1742321787.83935,192.168.0.1,98,102
1742321789.08114,104.22.26.181,80,3
1742321789.13015,192.168.0.100,54,91
1742321789.631637,192.168.0.100,1494,92
1742321789.631637,192.168.0.100,565,93
1742321789.631768,192.168.0.100,1286,94
1742321789.855977,20.189.173.9,56,9
1742321789.855977,20.189.173.9,163,10
1742321789.857344,192.168.0.100,89,95
1742321790.144985,20.189.173.9,56,11
1742321790.190385,192.168.0.100,143,96
1742321790.193683,192.168.0.1,302,103
1742321790.199743,192.168.0.1,314,104
1742321790.2032,192.168.0.1,314,105
1742321790.205658,192.168.0.100,66,97
1742321790.206208,192.168.0.100,66,98
1742321790.209176,192.168.0.1,323,106
1742321790.210379,192.168.0.1,68,107
1742321790.210379,192.168.0.1,68,108
1742321790.210592,192.168.0.100,54,99
1742321790.210639,192.168.0.100,54,100
1742321790.210687,192.168.0.1,323,109
1742321790.21075,192.168.0.100,253,101
1742321790.210768,192.168.0.100,245,102
1742321790.211689,192.168.0.1,56,110
1742321790.211689,192.168.0.1,54,111
1742321790.217035,192.168.0.1,378,112
1742321790.21799,192.168.0.1,1304,113
1742321790.21799,192.168.0.1,56,114
1742321790.21799,192.168.0.1,378,115
1742321790.218055,192.168.0.100,54,103
1742321790.21809,192.168.0.100,54,104
1742321790.219757,192.168.0.1,56,116
1742321790.219899,192.168.0.1,388,117
1742321790.223314,192.168.0.1,388,118
1742321790.297311,192.168.0.100,139,105
1742321790.297417,192.168.0.100,1217,106
1742321790.298684,192.168.0.1,262,119
1742321790.300673,192.168.0.1,1514,120
1742321790.300733,192.168.0.100,54,107
1742321790.302042,192.168.0.1,1514,121
1742321790.302042,192.168.0.1,1514,122
1742321790.302095,192.168.0.100,54,108
1742321790.302264,192.168.0.1,241,123
1742321790.302318,192.168.0.100,54,109
1742321790.302345,192.168.0.100,54,110
1742321790.305006,192.168.0.1,56,124
1742321790.305006,52.111.252.17,54,21
1742321790.316797,52.111.252.17,96,22
1742321790.31943,52.111.252.17,224,23
1742321790.319496,192.168.0.100,54,111
1742321790.332991,52.111.252.17,92,24
1742321790.376026,192.168.0.100,54,112
1742321790.906139,192.168.0.100,135,113
1742321790.906261,192.168.0.100,1223,114
1742321790.914805,52.111.252.17,56,25
1742321790.914805,52.111.252.17,96,26
1742321790.925985,52.111.252.17,224,27
1742321790.926046,192.168.0.100,54,115
1742321790.928824,52.111.252.17,92,28
1742321790.981156,192.168.0.100,54,116
1742321792.311687,192.168.0.100,55,117
1742321792.313967,192.168.0.100,191,118
1742321792.314057,192.168.0.100,1494,119
1742321792.314057,192.168.0.100,1048,120
1742321792.329699,35.190.80.1,68,1
1742321792.535349,20.189.173.9,56,12
1742321792.535349,20.189.173.9,169,13
1742321792.577406,192.168.0.100,54,121
1742321793.202431,192.168.0.100,143,122
1742321793.209526,192.168.0.1,302,125
1742321793.220035,192.168.0.100,1454,123
1742321793.220035,192.168.0.100,1454,124
1742321793.220035,192.168.0.100,1454,125
1742321793.220035,192.168.0.100,1454,126
1742321793.220035,192.168.0.100,1454,127
1742321793.220035,192.168.0.100,1454,128
1742321793.220035,192.168.0.100,1454,129
1742321793.220035,192.168.0.100,985,130
1742321793.220308,192.168.0.100,93,131
1742321793.220366,192.168.0.100,935,132
1742321793.223742,104.18.32.47,56,2
1742321793.223742,104.18.32.47,54,3
1742321793.225477,104.18.32.47,56,4
1742321793.225477,104.18.32.47,54,5
1742321793.226194,104.18.32.47,56,6
1742321793.226194,104.18.32.47,68,7
1742321793.226194,104.18.32.47,56,8
1742321793.226194,104.18.32.47,56,9
1742321793.226194,104.18.32.47,93,10
1742321793.279943,192.168.0.100,54,133
1742321794.081178,104.22.26.181,80,4
1742321794.1361,192.168.0.100,54,134
1742321794.216353,192.168.0.1,314,126
1742321794.219633,192.168.0.1,314,127
1742321794.222825,192.168.0.1,323,128
1742321794.226198,192.168.0.1,323,129
1742321794.229644,192.168.0.1,378,130
1742321794.235837,192.168.0.1,378,131
1742321794.23923,192.168.0.1,388,132
1742321794.242975,192.168.0.1,388,133
1742321794.90395,104.18.32.47,1193,11
1742321794.90395,104.18.32.47,1494,12
1742321794.90395,104.18.32.47,148,13
1742321794.904101,192.168.0.100,54,135
1742321794.914213,104.18.32.47,194,14
1742321794.914317,192.168.0.100,54,136
1742321794.916438,192.168.0.100,89,137
1742321794.956802,192.168.0.100,1454,138
1742321794.956802,192.168.0.100,1454,139
1742321794.956802,192.168.0.100,1454,140
1742321794.956802,192.168.0.100,1298,141
1742321794.957235,192.168.0.100,1454,142
1742321794.957235,192.168.0.100,338,143
1742321794.985276,104.18.32.47,56,15
1742321794.985276,104.18.32.47,66,16
1742321794.985276,104.18.32.47,56,17
1742321794.985276,104.18.32.47,54,18
1742321794.995165,104.18.32.47,138,19
1742321795.041161,192.168.0.100,54,144
1742321795.109711,104.18.32.47,138,20
1742321795.164495,192.168.0.100,54,145
1742321795.237657,104.18.32.47,359,21
1742321795.237813,104.18.32.47,101,22
1742321795.237857,192.168.0.100,54,146
1742321795.253339,104.18.32.47,88,23
1742321795.292058,192.168.0.100,190,147
1742321795.292447,192.168.0.100,1286,148
1742321795.306024,192.168.0.100,54,149
1742321795.338343,104.18.32.47,154,24
1742321795.384026,192.168.0.100,54,150
1742321795.514062,20.189.173.9,56,14
1742321795.514062,20.189.173.9,163,15
1742321795.515693,192.168.0.100,89,151
1742321795.567321,104.18.32.47,162,25
1742321795.619866,192.168.0.100,54,152
1742321795.791644,20.189.173.9,56,16
1742321795.791644,104.18.32.47,162,26
1742321795.837996,192.168.0.100,54,153
1742321795.999409,104.18.32.47,146,27
1742321796.040624,192.168.0.100,54,154
1742321796.175212,192.168.0.1,306,134
1742321796.212674,192.168.0.100,143,155
1742321796.219048,192.168.0.1,314,135
1742321796.222682,192.168.0.1,314,136
1742321796.226295,192.168.0.1,323,137
1742321796.229671,192.168.0.1,323,138
1742321796.235869,192.168.0.1,378,139
1742321796.239294,192.168.0.1,378,140
1742321796.242685,192.168.0.1,388,141
1742321796.246092,192.168.0.1,388,142
1742321796.249423,104.18.32.47,130,28
1742321796.278809,192.168.0.1,315,143
1742321796.279582,172.188.215.153,113,2
1742321796.279937,192.168.0.100,120,156
1742321796.290028,192.168.0.100,54,157
1742321796.349166,172.188.215.153,56,3
1742321796.383162,192.168.0.1,378,144
1742321796.450244,104.18.32.47,130,29
1742321796.486464,192.168.0.1,370,145
1742321796.493364,192.168.0.100,54,158
1742321796.592374,192.168.0.1,315,146
1742321796.695129,192.168.0.1,354,147
1742321796.709412,104.18.32.47,162,30
1742321796.756934,192.168.0.100,54,159
1742321796.798808,192.168.0.1,386,148
1742321796.904363,192.168.0.1,315,149
1742321796.936841,104.18.32.47,130,31
1742321796.990241,192.168.0.100,54,160
1742321797.007956,192.168.0.1,374,150
1742321797.11101,192.168.0.1,368,151
1742321797.213832,192.168.0.1,315,152
1742321797.2463,104.18.32.47,154,32
1742321797.288164,192.168.0.100,54,161
1742321797.323483,192.168.0.1,370,153
1742321797.423607,192.168.0.1,380,154
1742321797.432314,104.18.32.47,138,33
1742321797.475966,192.168.0.100,54,162
1742321797.526872,192.168.0.1,302,155
1742321797.647377,104.18.32.47,130,34
1742321797.694739,192.168.0.100,54,163
1742321797.850497,104.18.32.47,130,35
1742321797.896638,192.168.0.100,54,164
1742321798.096955,104.18.32.47,138,36
1742321798.144616,192.168.0.100,54,165
1742321798.304305,192.168.0.100,190,166
1742321798.304416,192.168.0.100,1286,167
1742321798.308631,104.18.32.47,130,37
1742321798.317886,192.168.0.100,89,168
1742321798.377227,104.18.32.47,56,38
1742321798.51713,104.18.32.47,138,39
1742321798.527915,20.189.173.9,56,17
1742321798.527915,20.189.173.9,163,18
1742321798.567155,192.168.0.100,54,169
1742321798.582937,192.168.0.100,54,170
1742321798.758407,104.18.32.47,162,40
1742321798.799625,192.168.0.100,54,171
1742321798.984547,104.18.32.47,130,41
1742321799.032964,192.168.0.100,54,172
1742321799.196918,104.18.32.47,130,42
1742321799.238757,192.168.0.100,54,173
1742321799.419754,104.18.32.47,130,43
1742321799.472812,192.168.0.100,54,174
1742321799.683066,104.18.32.47,130,44
1742321799.736111,192.168.0.100,54,175
1742321799.88105,104.18.32.47,130,45
1742321799.923989,192.168.0.100,54,176
1742321800.131698,104.18.32.47,138,46
1742321800.142949,192.168.0.100,89,177
1742321800.161185,104.18.32.47,56,47
1742321800.251838,192.168.0.100,143,178
1742321800.255815,192.168.0.1,302,156
1742321800.25935,192.168.0.1,314,157
1742321800.263053,192.168.0.1,314,158
1742321800.266496,192.168.0.1,323,159
1742321800.26714,192.168.0.100,66,179
1742321800.267793,192.168.0.100,66,180
1742321800.269487,192.168.0.1,68,160
1742321800.269487,192.168.0.1,66,161
1742321800.269593,192.168.0.100,54,181
1742321800.269625,192.168.0.100,54,182
1742321800.269729,192.168.0.100,253,183
1742321800.269743,192.168.0.100,245,184
1742321800.270538,192.168.0.1,56,162
1742321800.270538,192.168.0.1,54,163
1742321800.271025,192.168.0.1,323,164
1742321800.271613,192.168.0.1,378,165
1742321800.272602,192.168.0.1,1304,166
1742321800.272602,192.168.0.1,56,167
1742321800.27267,192.168.0.100,54,185
1742321800.272765,192.168.0.1,378,168
1742321800.272768,192.168.0.100,54,186
1742321800.273375,192.168.0.1,388,169
1742321800.274074,192.168.0.1,56,170
1742321800.274339,192.168.0.1,388,171
1742321800.358337,192.168.0.1,262,172
1742321800.35965,192.168.0.1,1514,173
1742321800.35965,192.168.0.1,1514,174
1742321800.359741,192.168.0.100,54,187
1742321800.361547,192.168.0.1,1514,175
1742321800.361611,192.168.0.100,54,188
1742321800.361783,192.168.0.1,241,176
1742321800.361835,192.168.0.100,54,189
1742321800.362252,192.168.0.100,54,190
1742321800.377222,192.168.0.1,56,177
1742321800.388006,104.18.32.47,146,48
1742321800.438996,192.168.0.100,54,191
1742321800.64972,104.18.32.47,138,49
1742321800.701941,192.168.0.100,54,192
1742321800.860111,104.18.32.47,162,50
1742321800.906331,192.168.0.100,54,193
1742321801.092319,104.18.32.47,146,51
1742321801.142494,192.168.0.100,54,194
1742321801.372636,104.18.32.47,130,52
1742321801.421756,192.168.0.100,54,195
1742321801.592465,104.18.32.47,170,53
1742321801.638209,192.168.0.100,54,196
1742321801.79403,104.18.32.47,170,54
1742321801.84139,192.168.0.100,54,197
1742321802.010616,104.18.32.47,178,55
1742321802.060384,192.168.0.100,54,198
1742321802.260948,104.18.32.47,138,56
1742321802.310327,192.168.0.100,54,199
1742321802.46925,104.22.26.181,80,5
1742321802.488116,104.18.32.47,138,57
1742321802.511436,192.168.0.100,54,200
1742321802.54177,192.168.0.100,54,201
1742321802.703908,104.18.32.47,138,58
1742321802.746778,192.168.0.100,54,202
1742321802.905492,104.18.32.47,154,59
1742321802.949621,192.168.0.100,54,203
1742321802.980407,192.168.0.100,55,204
1742321803.122971,104.18.32.47,130,60
1742321803.166715,192.168.0.100,54,205
1742321803.193344,3.233.158.25,68,1
1742321803.262309,192.168.0.100,143,206
1742321803.268531,192.168.0.1,302,178
1742321803.275066,192.168.0.1,314,179
1742321803.27848,192.168.0.1,314,180
1742321803.281904,192.168.0.1,323,181
1742321803.288079,192.168.0.1,323,182
1742321803.291647,192.168.0.1,378,183
1742321803.295198,192.168.0.1,378,184
1742321803.298478,192.168.0.1,388,185
1742321803.301872,192.168.0.1,388,186
1742321803.356252,104.18.32.47,146,61
1742321803.372234,192.168.0.100,89,207
1742321803.389244,104.18.32.47,56,62
1742321803.603085,104.18.32.47,138,63
1742321803.653477,192.168.0.100,54,208
1742321803.805588,104.18.32.47,122,64
1742321803.855914,192.168.0.100,54,209
1742321804.013126,104.18.32.47,178,65
1742321804.059463,192.168.0.100,54,210
1742321804.224583,104.18.32.47,154,66
1742321804.278193,192.168.0.100,54,211
1742321804.50662,104.18.32.47,130,67
1742321804.559886,192.168.0.100,54,212
1742321804.719603,104.18.32.47,146,68
1742321804.761848,192.168.0.100,54,213
1742321804.923826,104.18.32.47,146,69
1742321804.964875,192.168.0.100,54,214
1742321805.167833,104.18.32.47,138,70
1742321805.182918,192.168.0.100,89,215
1742321805.201401,104.18.32.47,56,71
1742321805.410927,104.18.32.47,170,72
1742321805.463004,192.168.0.100,54,216
1742321805.61254,104.18.32.47,138,73
1742321805.667008,192.168.0.100,54,217
1742321805.811229,104.18.32.47,466,74
1742321805.854725,192.168.0.100,54,218
1742321805.900217,104.18.32.47,187,75
1742321805.943889,192.168.0.100,1454,219
1742321805.943889,192.168.0.100,1454,220
1742321805.943889,192.168.0.100,1454,221
1742321805.943889,192.168.0.100,1454,222
1742321805.943889,192.168.0.100,1263,223
1742321805.944074,192.168.0.100,596,224
1742321805.948888,104.18.32.47,56,76
1742321805.948888,104.18.32.47,54,77
1742321805.950013,104.18.32.47,56,78
1742321805.950013,104.18.32.47,54,79
1742321805.950352,104.18.32.47,56,80
1742321805.950352,104.18.32.47,54,81
1742321806.028463,192.168.0.100,1454,225
1742321806.028463,192.168.0.100,1454,226
1742321806.028463,192.168.0.100,1454,227
1742321806.028463,192.168.0.100,1298,228
1742321806.02869,192.168.0.100,1454,229
1742321806.02869,192.168.0.100,88,230
1742321806.0339,104.18.32.47,56,82
1742321806.0339,104.18.32.47,54,83
1742321806.034475,104.18.32.47,68,84
1742321806.034475,104.18.32.47,54,85
1742321806.237835,104.18.32.47,350,86
1742321806.237835,104.18.32.47,105,87
1742321806.237942,192.168.0.100,54,231
1742321806.253374,104.18.32.47,88,88
1742321806.273041,192.168.0.100,143,232
1742321806.276993,192.168.0.1,302,187
1742321806.301598,104.18.32.47,321,89
1742321806.301598,104.18.32.47,101,90
1742321806.301713,192.168.0.100,54,233
1742321806.31736,104.18.32.47,88,91
1742321806.367017,192.168.0.100,54,234
1742321807.19779,104.18.32.47,326,92
1742321807.215857,104.18.32.47,88,93
1742321807.215967,192.168.0.100,54,235
1742321808.285273,192.168.0.1,314,188
1742321808.288648,192.168.0.1,314,189
1742321808.290053,192.168.0.1,323,190
1742321808.29693,192.168.0.1,323,191
1742321808.299797,192.168.0.1,378,192
1742321808.303048,192.168.0.1,378,193
1742321808.307502,192.168.0.1,388,194
1742321808.309875,192.168.0.1,388,195
1742321808.657256,192.168.0.100,55,236
1742321808.677407,20.190.146.34,68,1
1742321808.795968,192.168.0.100,55,237
1742321808.829442,20.190.145.140,68,1
1742321809.387694,192.168.0.100,55,238
1742321809.417514,52.109.56.129,68,1
1742321810.312663,192.168.0.100,143,239
1742321810.317079,192.168.0.1,302,196
1742321810.329043,192.168.0.100,66,240
1742321810.329043,192.168.0.100,66,241
1742321810.33146,192.168.0.1,68,197
1742321810.33146,192.168.0.1,66,198
1742321810.331621,192.168.0.100,54,242
1742321810.331671,192.168.0.100,54,243
1742321810.331811,192.168.0.100,253,244
1742321810.331817,192.168.0.100,245,245
1742321810.334132,192.168.0.1,56,199
1742321810.334132,192.168.0.1,54,200
1742321810.336836,192.168.0.1,1304,201
1742321810.336975,192.168.0.100,54,246
1742321810.338245,192.168.0.1,56,202
1742321810.338245,192.168.0.1,54,203
1742321810.338334,192.168.0.100,54,247
1742321810.422313,192.168.0.1,262,204
1742321810.435167,192.168.0.1,1514,205
1742321810.435167,192.168.0.1,1514,206
1742321810.435365,192.168.0.100,54,248
1742321810.437035,192.168.0.1,1514,207
1742321810.437095,192.168.0.100,54,249
1742321810.437262,192.168.0.1,241,208
1742321810.437325,192.168.0.100,54,250
1742321810.437374,192.168.0.100,54,251
1742321810.453495,192.168.0.1,56,209
1742321811.321085,192.168.0.100,233,252
1742321811.321183,192.168.0.100,93,253
1742321811.321224,192.168.0.100,1454,254
1742321811.321224,192.168.0.100,1057,255
1742321811.32392,192.168.0.1,314,210
1742321811.324774,104.18.32.47,56,94
1742321811.324774,104.18.32.47,54,95
1742321811.325424,104.18.32.47,56,96
1742321811.325424,104.18.32.47,93,97
1742321811.327828,192.168.0.1,314,211
1742321811.331416,192.168.0.1,323,212
1742321811.334887,192.168.0.1,323,213
1742321811.338575,192.168.0.1,378,214
1742321811.341706,192.168.0.1,378,215
1742321811.347899,192.168.0.1,388,216
1742321811.351346,192.168.0.1,388,217
1742321811.369172,192.168.0.100,54,256
1742321811.381486,104.18.32.47,56,98
1742321811.402512,104.18.32.47,707,99
1742321811.402512,104.18.32.47,101,100
1742321811.402619,192.168.0.100,54,257
1742321811.416001,192.168.0.100,89,258
1742321811.417286,104.18.32.47,88,101
1742321811.433896,104.18.32.47,56,102
1742321811.462934,192.168.0.100,54,259
1742321813.319877,192.168.0.100,143,260
1742321813.323066,192.168.0.1,302,218
1742321815.328367,192.168.0.1,314,219
1742321815.331759,192.168.0.1,314,220
1742321815.33518,192.168.0.1,323,221
1742321815.338585,192.168.0.1,323,222
1742321815.342005,192.168.0.1,378,223
1742321815.348227,192.168.0.1,378,224
1742321815.35166,192.168.0.1,388,225
1742321815.355014,192.168.0.1,388,226
1742321816.01012,192.168.0.100,96,261
1742321816.010696,192.168.0.100,96,262
1742321816.010946,192.168.0.100,133,263
1742321816.011023,192.168.0.100,93,264
1742321816.011073,192.168.0.100,909,265
1742321816.013868,192.168.0.1,227,227
1742321816.014137,192.168.0.1,287,228
1742321816.23036,20.189.173.3,68,7
1742321816.23036,20.189.173.3,54,8
1742321816.245549,20.189.173.3,96,9
1742321816.289761,192.168.0.100,54,266
1742321816.321045,192.168.0.100,143,267
1742321816.324319,192.168.0.1,302,229
1742321816.510038,20.189.173.3,148,10
1742321816.511233,192.168.0.100,89,268
1742321816.83692,192.168.0.100,55,269
1742321816.853589,150.171.27.11,68,2
1742321816.899192,192.168.0.100,89,270
1742321816.945628,20.189.173.3,56,11
1742321817.131737,192.168.0.100,55,271
1742321817.133393,20.189.173.3,68,12
1742321817.176015,192.168.0.1,306,230
1742321817.278806,192.168.0.1,315,231
1742321817.337787,20.7.2.167,68,1
1742321817.382171,192.168.0.1,378,232
1742321817.488236,192.168.0.1,370,233
1742321817.591648,192.168.0.1,315,234
1742321817.694409,192.168.0.1,354,235
1742321817.800092,192.168.0.1,386,236
1742321817.829642,3.233.158.25,96,2
1742321817.829941,192.168.0.100,54,272
1742321817.903846,192.168.0.1,315,237
1742321818.007126,192.168.0.1,374,238
1742321818.030655,3.233.158.25,80,3
1742321818.030655,3.233.158.25,54,4
1742321818.030848,192.168.0.100,54,273
1742321818.111008,192.168.0.1,368,239
1742321818.214885,192.168.0.1,315,240
1742321818.320837,192.168.0.1,370,241
1742321818.326723,192.168.0.1,314,242
1742321818.3302,192.168.0.1,314,243
1742321818.336366,192.168.0.1,323,244
1742321818.339766,192.168.0.1,323,245
1742321818.344438,192.168.0.1,378,246
1742321818.346764,192.168.0.1,378,247
1742321818.350183,192.168.0.1,388,248
1742321818.356391,192.168.0.1,388,249
1742321818.422721,192.168.0.1,380,250
1742321820.359807,192.168.0.100,143,274
1742321820.363072,192.168.0.1,302,251
1742321820.375654,192.168.0.100,66,275
1742321820.376201,192.168.0.100,66,276
1742321820.377708,192.168.0.1,68,252
1742321820.377708,192.168.0.1,66,253
1742321820.377881,192.168.0.100,54,277
1742321820.377925,192.168.0.100,54,278
1742321820.378037,192.168.0.100,245,279
1742321820.378042,192.168.0.100,253,280
1742321820.378891,192.168.0.1,56,254
1742321820.378891,192.168.0.1,54,255
1742321820.389323,192.168.0.1,1304,256
1742321820.389512,192.168.0.100,54,281
1742321820.392255,192.168.0.1,56,257
1742321820.392255,192.168.0.1,54,258
1742321820.392343,192.168.0.100,54,282
1742321820.467372,192.168.0.1,262,259
1742321820.481605,192.168.0.1,1514,260
1742321820.481605,192.168.0.1,1514,261
1742321820.481735,192.168.0.100,54,283
1742321820.483353,192.168.0.1,1514,262
1742321820.483413,192.168.0.100,54,284
1742321820.483464,192.168.0.1,241,263
1742321820.483518,192.168.0.100,54,285
1742321820.483563,192.168.0.100,54,286
1742321820.497645,192.168.0.1,56,264
1742321820.517672,104.22.26.181,80,6
1742321820.558283,192.168.0.100,54,287
1742321821.368774,192.168.0.1,314,265
1742321821.372643,192.168.0.1,314,266
1742321821.375453,192.168.0.1,323,267
1742321821.378829,192.168.0.1,323,268
1742321821.382275,192.168.0.1,378,269
