Timestamp,Source_IP,Packet_Size,Request_Count
1742321821.388403,192.168.0.1,378,270
1742321821.392084,192.168.0.1,388,271
1742321821.395227,192.168.0.1,388,272
1742321821.893959,192.168.0.1,46,273
1742321822.291123,192.168.0.100,46,288
1742321822.868978,192.168.0.100,55,289
1742321822.889672,151.101.153.229,68,2
1742321823.162119,192.168.0.100,1454,290
1742321823.162119,192.168.0.100,1454,291
1742321823.162119,192.168.0.100,1454,292
1742321823.162119,192.168.0.100,1361,293
1742321823.162288,192.168.0.100,93,294
1742321823.162331,192.168.0.100,410,295
1742321823.166888,104.18.32.47,56,103
1742321823.166888,104.18.32.47,54,104
1742321823.181899,104.18.32.47,56,105
1742321823.181899,104.18.32.47,56,106
1742321823.181899,104.18.32.47,96,107
1742321823.230258,192.168.0.100,54,296
1742321823.373225,192.168.0.100,143,297
1742321823.378255,192.168.0.1,302,274
1742321823.384873,192.168.0.1,314,275
1742321823.388523,192.168.0.1,314,276
1742321823.391434,192.168.0.1,323,277
1742321823.395424,192.168.0.1,323,278
1742321823.398185,192.168.0.1,378,279
1742321823.404368,192.168.0.1,378,280
1742321823.407786,192.168.0.1,388,281
1742321823.411356,192.168.0.1,388,282
1742321823.433822,104.18.32.47,622,108
1742321823.433822,104.18.32.47,101,109
1742321823.433941,192.168.0.100,54,298
1742321823.449904,104.18.32.47,88,110
1742321823.450909,192.168.0.100,89,299
1742321823.509768,104.18.32.47,56,111
1742321824.559511,192.168.0.100,55,300
1742321824.577742,172.64.155.209,68,2
1742321825.423011,192.168.0.100,55,301
1742321825.443468,151.101.0.223,68,3
1742321825.688088,192.168.0.100,55,302
1742321825.713772,151.101.0.223,68,4
1742321825.821811,104.22.26.181,80,7
1742321825.878282,192.168.0.100,54,303
1742321826.379007,192.168.0.100,143,304
1742321826.382384,192.168.0.1,302,283
1742321826.388802,192.168.0.1,314,284
1742321826.39227,192.168.0.1,314,285
1742321826.395625,192.168.0.1,323,286
1742321826.399089,192.168.0.1,323,287
1742321826.402475,192.168.0.1,378,288
1742321826.408663,192.168.0.1,378,289
1742321826.412299,192.168.0.1,388,290
1742321826.415502,192.168.0.1,388,291
1742321827.279514,192.168.0.100,46,305
1742321830.285019,192.168.0.100,46,306
1742321830.41021,192.168.0.100,143,307
1742321830.415268,192.168.0.1,302,292
1742321830.426034,192.168.0.100,66,308
1742321830.426544,192.168.0.100,66,309
1742321830.428034,192.168.0.1,68,293
1742321830.428034,192.168.0.1,66,294
1742321830.428207,192.168.0.100,54,310
1742321830.428262,192.168.0.100,54,311
1742321830.428411,192.168.0.100,245,312
1742321830.428411,192.168.0.100,253,313
1742321830.429238,192.168.0.1,56,295
1742321830.429238,192.168.0.1,54,296
1742321830.43217,192.168.0.1,1304,297
1742321830.432296,192.168.0.100,54,314
1742321830.433662,192.168.0.1,56,298
1742321830.433662,192.168.0.1,54,299
1742321830.433748,192.168.0.100,54,315
1742321830.520084,192.168.0.1,262,300
1742321830.535959,192.168.0.1,1514,301
1742321830.535959,192.168.0.1,1514,302
1742321830.536078,192.168.0.100,54,316
1742321830.537774,192.168.0.1,1514,303
1742321830.537828,192.168.0.100,54,317
1742321830.537973,192.168.0.1,241,304
1742321830.53806,192.168.0.100,54,318
1742321830.538076,192.168.0.100,54,319
1742321830.554556,192.168.0.1,56,305
1742321831.568712,192.168.0.100,71,320
1742321831.569364,192.168.0.100,71,321
1742321831.570475,192.168.0.100,1292,322
1742321831.570616,192.168.0.100,1292,323
1742321831.570805,192.168.0.100,122,324
1742321831.573443,192.168.0.1,149,306
1742321831.573817,192.168.0.1,103,307
1742321831.576599,104.18.41.158,1242,9
1742321831.576599,104.18.41.158,1242,10
1742321831.576599,104.18.41.158,1242,11
1742321831.582286,104.18.41.158,1242,12
1742321831.582366,192.168.0.100,1292,325
1742321831.582851,192.168.0.100,132,326
1742321831.587459,104.18.41.158,90,13
1742321831.58769,192.168.0.100,85,327
1742321831.588039,104.18.41.158,66,14
1742321831.588039,104.18.41.158,66,15
1742321831.588039,104.18.41.158,91,16
1742321831.588236,192.168.0.100,85,328
1742321831.588323,192.168.0.100,89,329
1742321831.590939,104.18.41.158,70,17
1742321831.630319,192.168.0.100,86,330
1742321832.418846,192.168.0.1,314,308
1742321832.425325,192.168.0.1,314,309
1742321832.428316,192.168.0.1,323,310
1742321832.431816,192.168.0.1,323,311
1742321832.435148,192.168.0.1,378,312
1742321832.438563,192.168.0.1,378,313
1742321832.444766,192.168.0.1,388,314
1742321832.448552,192.168.0.1,388,315
1742321832.52192,104.22.26.181,80,8
1742321832.564873,192.168.0.100,54,331
1742321833.423286,192.168.0.100,143,332
1742321833.430709,192.168.0.1,302,316
1742321833.434139,192.168.0.1,314,317
1742321833.440626,192.168.0.1,314,318
1742321833.44374,192.168.0.1,323,319
1742321833.447419,192.168.0.1,323,320
1742321833.450601,192.168.0.1,378,321
1742321833.456783,192.168.0.1,378,322
1742321833.46014,192.168.0.1,388,323
1742321833.46355,192.168.0.1,388,324
1742321833.549118,192.168.0.100,81,333
1742321833.560032,192.168.0.1,145,325
1742321833.561272,192.168.0.100,66,334
1742321833.57797,18.66.41.55,68,1
1742321833.578132,192.168.0.100,54,335
1742321833.582946,192.168.0.100,536,336
1742321833.58659,18.66.41.55,56,2
1742321833.588628,18.66.41.55,1494,3
1742321833.589199,18.66.41.55,1494,4
1742321833.589199,18.66.41.55,1494,5
1742321833.589199,18.66.41.55,1494,6
1742321833.589199,18.66.41.55,331,7
1742321833.589272,192.168.0.100,54,337
1742321833.590459,192.168.0.100,60,338
1742321833.599005,192.168.0.100,128,339
1742321833.599583,192.168.0.100,373,340
1742321833.599911,192.168.0.100,313,341
1742321833.60218,18.66.41.55,56,8
1742321833.603113,18.66.41.55,56,9
1742321833.603113,18.66.41.55,54,10
1742321833.603363,18.66.41.55,56,11
1742321833.603363,18.66.41.55,233,12
1742321833.6559,192.168.0.100,54,342
1742321833.750967,18.66.41.55,1312,13
1742321833.795458,192.168.0.100,54,343
1742321835.933413,192.168.0.100,55,344
1742321835.9484,192.168.0.100,88,345
1742321835.9493,192.168.0.100,88,346
1742321835.952329,52.111.252.17,68,29
1742321835.952412,192.168.0.1,136,326
1742321835.952412,192.168.0.1,175,327
1742321835.953534,192.168.0.100,66,347
1742321836.170042,3.233.158.26,68,1
1742321836.170229,192.168.0.100,54,348
1742321836.171006,192.168.0.100,1213,349
1742321836.171006,192.168.0.100,968,350
1742321836.374092,3.233.158.26,56,2
1742321836.374092,3.233.158.26,54,3
1742321836.375253,3.233.158.26,1213,4
1742321836.375253,3.233.158.26,1213,5
1742321836.375253,3.233.158.26,1213,6
1742321836.375253,3.233.158.26,105,7
1742321836.375384,192.168.0.100,54,351
1742321836.376125,192.168.0.100,118,352
1742321836.376303,192.168.0.100,146,353
1742321836.376541,192.168.0.100,727,354
1742321836.376628,192.168.0.100,1213,355
1742321836.376628,192.168.0.100,110,356
1742321836.431416,192.168.0.100,143,357
1742321836.433785,192.168.0.1,302,328
1742321836.577269,3.233.158.26,56,8
1742321836.577361,3.233.158.26,581,9
1742321836.577658,192.168.0.100,85,358
1742321836.579695,3.233.158.26,68,10
1742321836.579695,3.233.158.26,54,11
1742321836.629058,3.233.158.26,363,12
1742321836.681329,192.168.0.100,54,359
1742321836.834027,3.233.158.26,56,13
1742321837.338998,192.168.0.100,55,360
1742321837.358039,35.190.80.1,68,2
1742321837.43841,192.168.0.1,314,329
1742321837.444939,192.168.0.1,314,330
1742321837.448303,192.168.0.1,323,331
1742321837.451591,192.168.0.1,323,332
1742321837.454992,192.168.0.1,378,333
1742321837.45844,192.168.0.1,378,334
1742321837.464657,192.168.0.1,388,335
1742321837.468034,192.168.0.1,388,336
1742321838.176961,192.168.0.1,306,337
1742321838.280072,192.168.0.1,315,338
1742321838.382884,192.168.0.1,378,339
1742321838.488669,192.168.0.1,370,340
1742321838.59159,192.168.0.1,315,341
1742321838.694806,192.168.0.1,354,342
1742321838.754443,192.168.0.100,94,361
1742321838.754682,192.168.0.100,94,362
1742321838.754825,192.168.0.100,54,363
1742321838.760052,18.66.41.55,68,14
1742321838.760052,18.66.41.55,54,15
1742321838.774016,18.66.41.55,56,16
1742321838.774078,192.168.0.100,54,364
1742321838.799264,192.168.0.1,386,343
1742321838.905384,192.168.0.1,315,344
1742321839.008346,192.168.0.1,374,345
1742321839.110826,192.168.0.1,368,346
1742321839.216967,192.168.0.1,315,347
1742321839.319906,192.168.0.1,370,348
1742321839.423036,192.168.0.1,380,349
1742321840.476769,192.168.0.100,143,365
1742321840.481423,192.168.0.1,302,350
1742321840.492272,192.168.0.100,66,366
1742321840.492272,192.168.0.100,66,367
1742321840.493443,192.168.0.1,68,351
1742321840.493443,192.168.0.1,66,352
1742321840.49358,192.168.0.100,54,368
1742321840.493626,192.168.0.100,54,369
1742321840.49374,192.168.0.100,253,370
1742321840.493754,192.168.0.100,245,371
1742321840.497358,192.168.0.1,56,353
1742321840.497358,192.168.0.1,54,354
1742321840.499059,192.168.0.1,1304,355
1742321840.49916,192.168.0.100,54,372
1742321840.500384,192.168.0.1,56,356
1742321840.500384,192.168.0.1,54,357
1742321840.50047,192.168.0.100,54,373
1742321840.583084,192.168.0.1,262,358
1742321840.5844,192.168.0.1,1514,359
1742321840.5844,192.168.0.1,1514,360
1742321840.584488,192.168.0.100,54,374
1742321840.58612,192.168.0.1,1514,361
1742321840.58618,192.168.0.100,54,375
1742321840.586284,192.168.0.1,241,362
1742321840.586338,192.168.0.100,54,376
1742321840.586595,192.168.0.100,54,377
1742321840.602079,192.168.0.1,56,363
1742321841.324335,192.168.0.100,66,378
1742321841.342169,18.66.41.55,68,17
1742321841.342312,192.168.0.100,54,379
1742321841.345647,192.168.0.100,721,380
1742321841.350862,18.66.41.55,56,18
1742321841.351301,18.66.41.55,279,19
1742321841.352332,192.168.0.100,60,381
1742321841.352916,192.168.0.100,128,382
1742321841.353441,192.168.0.100,373,383
1742321841.353565,192.168.0.100,289,384
1742321841.357382,18.66.41.55,56,20
1742321841.357382,18.66.41.55,54,21
1742321841.357615,18.66.41.55,56,22
1742321841.357615,18.66.41.55,233,23
1742321841.364817,192.168.0.100,55,385
1742321841.412226,192.168.0.100,54,386
1742321841.434522,172.188.215.153,68,4
1742321841.48903,192.168.0.1,314,364
1742321841.492519,192.168.0.1,314,365
1742321841.495942,192.168.0.1,323,366
1742321841.500287,192.168.0.1,323,367
1742321841.502663,192.168.0.1,378,368
1742321841.508827,192.168.0.1,378,369
1742321841.512273,192.168.0.1,388,370
1742321841.515697,192.168.0.1,388,371
1742321841.526207,18.66.41.55,1312,24
1742321841.530548,192.168.0.100,66,387
1742321841.550178,18.66.41.55,68,25
1742321841.550421,192.168.0.100,54,388
1742321841.554373,192.168.0.100,721,389
1742321841.559015,18.66.41.55,56,26
1742321841.559227,18.66.41.55,279,27
1742321841.560694,192.168.0.100,60,390
1742321841.56146,192.168.0.100,128,391
1742321841.562061,192.168.0.100,321,392
1742321841.568675,18.66.41.55,56,28
